age_souscription,duree,capital_emprunte,taux_interet_annuel,taux_technique_annuel,target
50,10,520000,0.005,0.018,105.87020889813452
59,5,220000,0.028,0.015,74.0168749611499
41,15,315000,0.039,0.018,41.418684571516025
32,25,145000,0.022,0.013,12.404976700695482
49,25,450000,0.035,0.017,156.19438973512862
49,15,265000,0.026,0.014,61.022109209395246
41,5,505000,0.031,0.016,43.628430899720136
58,5,65000,0.026,0.015,20.284533938744573
29,20,405000,0.024,0.01,22.00596159606176
56,5,55000,0.039,0.007,15.043341358023138
19,20,95000,0.009,0.017,3.084918161023436
20,10,535000,0.028,0.006,16.22452340864623
54,15,495000,0.01,0.014,156.06487924561438
34,10,265000,0.028,0.02,14.353378962659765
19,10,250000,0.044,0.008,7.63560741357378
19,10,435000,0.007,0.016,12.675435917540685
45,10,155000,0.022,0.019,22.855370222534344
40,25,270000,0.037,0.012,47.64463773207965
54,5,310000,0.02,0.014,73.50207986983467
49,15,245000,0.026,0.011,56.20423570428972
50,15,330000,0.01,0.012,77.83141838819684
18,10,50000,0.014,0.014,1.4094053493876628
36,15,420000,0.032,0.018,34.46634126574081
19,20,395000,0.038,0.019,14.093556343935099
43,15,295000,0.031,0.013,44.55549128366136
49,10,550000,0.038,0.017,110.58834384344108
23,15,370000,0.029,0.016,12.739160039812575
49,5,410000,0.037,0.009,69.83436305483984
21,10,185000,0.044,0.012,5.8597191274331015
28,25,495000,0.008,0.015,28.716042233765485
34,5,450000,0.024,0.007,19.970731011163366
55,15,60000,0.013,0.018,20.656457940915683
41,25,330000,0.024,0.011,59.3464848349678
22,5,80000,0.025,0.012,2.381829317347057
51,20,205000,0.03,0.018,66.37139423289611
23,5,455000,0.023,0.008,13.495709714055163
39,25,140000,0.018,0.006,20.807424837596287
28,20,200000,0.007,0.009,9.436435118197638
33,15,80000,0.006,0.007,4.58111911782692
50,10,215000,0.012,0.02,44.41218459453189
26,15,530000,0.023,0.013,19.87789786309427
23,10,300000,0.022,0.013,9.35399181057316
33,10,325000,0.013,0.017,15.69442691056219
46,25,415000,0.038,0.009,116.10403761833034
20,20,505000,0.032,0.013,17.994396565838077
37,20,270000,0.019,0.007,28.335261690050302
53,5,205000,0.037,0.006,45.8508545711024
36,15,105000,0.045,0.012,8.883050105981518
43,25,135000,0.015,0.019,27.314445275064323
20,15,310000,0.02,0.012,9.8218116953782
36,5,390000,0.045,0.012,20.76946828929872
37,5,175000,0.011,0.018,9.925769531034158
49,25,390000,0.008,0.009,118.76641416663901
24,5,75000,0.026,0.012,2.2546368052981194
58,25,160000,0.024,0.007,109.60124325919521
50,5,140000,0.008,0.018,25.064575651950857
57,20,245000,0.017,0.006,119.9988624303128
56,25,115000,0.022,0.011,65.71457516782843
35,20,325000,0.038,0.009,30.89094582184939
57,20,220000,0.033,0.009,114.63156710196631
18,25,400000,0.042,0.009,15.349170934611708
28,15,115000,0.018,0.011,4.702763606980682
45,10,375000,0.017,0.019,54.8170887684372
42,5,330000,0.024,0.016,31.383577982699855
40,5,440000,0.005,0.018,33.48662688300337
48,15,110000,0.013,0.008,22.65027772429421
47,10,545000,0.013,0.018,91.55170251979915
59,15,285000,0.007,0.011,131.70628126875908
52,10,110000,0.023,0.02,26.539119648297056
24,25,490000,0.041,0.014,25.248808597606928
33,25,245000,0.005,0.012,20.84547153025911
43,20,320000,0.03,0.019,57.8174594696059
19,20,450000,0.04,0.011,15.878808332991882
18,25,220000,0.009,0.016,7.503599625490981
29,20,530000,0.042,0.012,30.819944527442296
22,25,160000,0.038,0.016,7.304013545525354
54,15,190000,0.014,0.009,60.189185519339645
49,5,535000,0.041,0.011,91.54401595381705
26,25,465000,0.037,0.01,26.826425037431967
58,25,360000,0.009,0.018,229.35111839096265
52,25,275000,0.038,0.019,122.01334560143572
36,20,410000,0.027,0.016,40.96841874098546
33,20,470000,0.038,0.017,37.65251107541413
20,20,280000,0.03,0.01,9.850982764769173
37,20,225000,0.021,0.007,23.80033765384471
41,15,295000,0.029,0.015,37.665021516085005
50,25,95000,0.03,0.015,34.805627229053286
41,15,415000,0.036,0.009,53.6549632240085
28,20,200000,0.038,0.019,10.705024105254804
25,15,370000,0.032,0.01,13.539334714458054
53,25,480000,0.045,0.017,237.45145352533203
55,25,365000,0.036,0.007,204.68951773093588
57,20,525000,0.041,0.009,281.39233692697775
37,25,355000,0.018,0.014,45.075148225302335
52,15,455000,0.018,0.009,125.88367844804777
42,10,410000,0.019,0.019,46.78577428563711
52,25,125000,0.023,0.013,51.82637168885254
42,15,425000,0.043,0.016,61.272605735110965
46,15,405000,0.008,0.013,72.01571807835478
35,15,150000,0.025,0.011,10.938076936087352
35,25,535000,0.011,0.017,55.65571590848314
19,10,400000,0.037,0.005,12.034798209108812
52,20,265000,0.006,0.011,84.04786465828397
33,20,510000,0.023,0.018,38.64695904393694
58,25,160000,0.021,0.006,108.02880160237065
53,25,425000,0.009,0.008,177.8217517129123
50,5,60000,0.02,0.019,10.857810847583442
21,10,320000,0.037,0.019,10.127543219838525
50,15,190000,0.01,0.011,44.7512603798402
31,15,520000,0.044,0.016,28.184907123943603
38,20,200000,0.007,0.014,21.939557430233428
37,25,235000,0.017,0.012,29.663696695747507
25,10,80000,0.036,0.017,2.660894089382199
24,20,225000,0.019,0.015,8.847204131232658
20,10,290000,0.024,0.006,8.739302506320223
34,25,235000,0.012,0.018,22.613918601771136
50,15,390000,0.034,0.009,97.6842666975052
29,5,425000,0.012,0.014,14.107124656527171
39,10,385000,0.039,0.017,34.10410754671421
39,15,355000,0.027,0.018,37.87687376541149
47,10,70000,0.027,0.019,12.05908315148348
55,10,230000,0.042,0.019,70.38471908437792
55,10,455000,0.036,0.015,137.29933567817378
25,25,175000,0.035,0.014,9.36321355087231
44,20,220000,0.039,0.005,43.59684226089132
44,10,395000,0.009,0.006,51.84908930329988
51,25,475000,0.034,0.011,191.28500824065856
38,5,150000,0.014,0.017,9.370818882878595
47,20,315000,0.016,0.014,72.18724092787832
50,25,115000,0.006,0.009,37.42804860880269
45,5,405000,0.041,0.007,51.47023651668831
50,20,150000,0.035,0.012,45.62191641318596
22,25,300000,0.011,0.019,12.251287426920419
36,5,245000,0.018,0.006,12.704814128070483
21,25,160000,0.024,0.012,6.542951116205045
52,5,55000,0.025,0.006,11.376199054915086
34,10,460000,0.029,0.009,24.69812932771061
45,10,400000,0.024,0.019,59.18550999718959
47,20,245000,0.031,0.007,58.80341111368434
46,5,500000,0.04,0.006,68.7804558102832
23,10,100000,0.021,0.006,3.082278212933433
52,20,525000,0.04,0.015,189.2188049248005
58,15,315000,0.014,0.005,135.70515719151368
54,10,120000,0.01,0.011,32.15419008770006
41,10,410000,0.015,0.019,42.36414315648137
46,25,260000,0.013,0.006,64.60424411947606
48,15,405000,0.044,0.019,91.63188669032947
52,5,310000,0.02,0.007,63.89305244497978
50,20,145000,0.031,0.007,43.272563389795785
38,15,270000,0.033,0.014,26.633198378014818
49,5,495000,0.023,0.009,83.33349227719069
40,10,240000,0.014,0.005,22.17660250442125
50,20,500000,0.023,0.016,146.3433698878479
20,20,370000,0.024,0.011,12.801131031985257
35,15,425000,0.043,0.019,32.77742124710862
42,25,370000,0.028,0.009,73.1574422175045
59,5,185000,0.044,0.015,63.07104509989835
48,15,390000,0.028,0.01,83.8301614299039
20,25,550000,0.011,0.007,20.162599107585553
57,25,190000,0.02,0.02,117.08207444221097
41,25,535000,0.037,0.014,102.18437702392538
49,20,115000,0.022,0.018,31.243259907133112
39,5,145000,0.009,0.009,9.924933856774954
40,5,485000,0.009,0.011,36.88433189095296
19,15,405000,0.014,0.012,12.38090559550342
44,10,500000,0.028,0.014,68.46767768715384
59,15,255000,0.038,0.011,128.23131025786088
19,5,440000,0.026,0.009,12.551796885440943
43,20,190000,0.035,0.008,34.55669106318086
34,15,395000,0.031,0.014,26.800763351897988
57,10,115000,0.026,0.009,39.19260159525982
50,15,395000,0.014,0.011,94.06031801348279
26,25,435000,0.04,0.006,25.40117898405518
60,10,450000,0.016,0.009,191.19699332035208
56,25,185000,0.015,0.012,102.21118887090468
46,20,330000,0.015,0.017,70.38715801191691
59,5,65000,0.009,0.011,21.466503950743625
43,15,190000,0.025,0.009,28.10873829693285
52,15,490000,0.018,0.013,136.25982705764483
42,25,505000,0.026,0.006,98.72722915324742
41,25,435000,0.023,0.01,77.81083398243705
30,5,500000,0.026,0.007,17.281565923041466
24,15,305000,0.017,0.009,10.360375241694026
53,5,310000,0.038,0.011,69.61628102922754
37,25,300000,0.026,0.006,39.48697282948392
18,25,160000,0.013,0.017,5.563837300957329
25,10,360000,0.041,0.009,11.943330862923599
33,25,260000,0.009,0.008,22.56379370674265
31,25,180000,0.034,0.01,15.032400094555072
29,5,100000,0.032,0.011,3.366755172751965
40,10,465000,0.008,0.017,42.9847653729381
32,10,550000,0.041,0.009,25.56351367493121
45,15,210000,0.018,0.012,35.64983225028925
51,20,240000,0.035,0.012,78.64129934782491
19,15,225000,0.016,0.01,6.8828760533181725
49,15,525000,0.026,0.017,121.34354295678085
40,15,190000,0.044,0.014,23.113259740214005
39,10,55000,0.029,0.016,4.782035999018258
42,5,400000,0.017,0.006,37.58256508374677
39,25,350000,0.023,0.017,53.62480690784752
39,10,325000,0.032,0.009,28.23513631694669
59,25,335000,0.023,0.006,249.56809709429493
23,25,385000,0.041,0.015,18.724556993986354
32,20,110000,0.04,0.008,8.105058853717882
60,15,160000,0.011,0.011,81.41038568659877
54,20,405000,0.036,0.016,168.20613220846553
50,15,440000,0.043,0.007,112.50230438317035
25,10,220000,0.018,0.007,7.013996076091504
22,25,495000,0.015,0.015,20.449867483642294
56,20,515000,0.005,0.012,222.91486713524503
21,10,540000,0.01,0.008,16.123996028715723
23,10,390000,0.043,0.013,12.566395015394518
49,15,275000,0.021,0.014,62.49696116661713
47,25,435000,0.02,0.011,121.00639200007416
52,15,355000,0.016,0.008,97.55652440420981
57,15,210000,0.012,0.015,83.90603862458588
33,10,265000,0.025,0.007,12.943319872681288
30,15,545000,0.034,0.015,26.632738225017725
59,5,375000,0.027,0.009,125.58250905266455
47,25,225000,0.006,0.005,58.09542671046187
36,15,525000,0.037,0.012,43.46387873519074
34,15,530000,0.042,0.01,36.936156765672884
36,20,75000,0.023,0.008,7.339785311857811
45,25,525000,0.02,0.012,125.84943492753533
43,25,170000,0.014,0.01,33.97832675844586
54,15,510000,0.017,0.009,162.89887246599704
43,5,295000,0.031,0.016,31.16554966253324
40,20,490000,0.036,0.006,70.52977053688886
26,5,240000,0.018,0.011,7.416546590831154
29,15,175000,0.019,0.009,7.61338817683435
18,25,140000,0.023,0.009,4.983629576726551
18,25,450000,0.012,0.012,15.397930384411733
51,5,180000,0.042,0.019,35.54228503544994
49,10,215000,0.033,0.015,42.77956251288572
42,15,100000,0.022,0.008,13.517268265988621
57,25,470000,0.01,0.014,275.8554296292554
18,10,160000,0.039,0.007,4.652880604305947
33,25,130000,0.024,0.018,12.213869613761743
56,25,245000,0.037,0.011,149.95846180963184
22,10,325000,0.006,0.019,9.865952767388368
39,5,495000,0.016,0.015,34.213491151423554
46,15,95000,0.03,0.018,18.02876168143582
20,10,105000,0.025,0.008,3.178584288035113
29,10,95000,0.017,0.018,3.5474743928217336
43,25,375000,0.013,0.008,74.44780891570716
33,10,280000,0.017,0.02,13.659991144958338
54,15,540000,0.035,0.009,180.9722960749029
39,5,430000,0.012,0.015,29.617598517458408
46,5,295000,0.029,0.013,40.388365110433405
31,5,180000,0.022,0.012,6.517480593536682
45,15,55000,0.036,0.011,9.779832489920228
22,25,255000,0.013,0.011,10.36983415652765
47,15,375000,0.016,0.01,72.83666723460527
22,10,140000,0.021,0.014,4.321865721790515
29,20,430000,0.012,0.02,22.514913873710086
33,20,200000,0.023,0.015,15.12823892279067
43,20,355000,0.022,0.016,62.1491680191403
43,5,265000,0.045,0.015,28.311655812794942
38,15,220000,0.029,0.013,21.44408124258414
56,15,195000,0.008,0.017,71.3928552196139
53,5,430000,0.023,0.01,95.30672630554616
50,10,550000,0.04,0.009,117.77011033800831
47,20,165000,0.04,0.011,41.030316062768186
54,20,215000,0.043,0.014,91.32602784830154
40,5,310000,0.041,0.005,24.151252987650846
27,20,235000,0.012,0.018,10.690573901694831
22,25,260000,0.005,0.01,10.161671427922473
53,15,340000,0.03,0.014,105.05681659432365
51,20,465000,0.033,0.006,150.45878769498913
48,20,520000,0.01,0.011,124.70112000062146
27,25,350000,0.012,0.006,19.15533694853368
36,10,260000,0.044,0.005,17.141184736833083
49,10,170000,0.043,0.017,34.46608229294845
18,25,250000,0.011,0.011,8.496740215075812
22,10,465000,0.015,0.017,14.279806208790992
21,5,185000,0.041,0.01,5.573877751141027
33,25,95000,0.022,0.015,8.83596479460075
41,15,430000,0.037,0.006,55.56995487110713
33,15,105000,0.021,0.008,6.290629729099009
19,15,85000,0.034,0.012,2.7228949145502828
45,20,250000,0.021,0.012,50.39330537664292
49,25,395000,0.041,0.008,140.36563192284726
44,25,430000,0.018,0.018,95.1350720433585
37,10,400000,0.026,0.009,28.206785164492423
41,25,325000,0.026,0.011,58.99628015641309
29,25,425000,0.031,0.01,29.813212564759002
52,10,535000,0.017,0.02,127.76004516104241
50,25,70000,0.031,0.01,25.72013574976617
50,25,550000,0.011,0.009,183.59888378034208
60,5,360000,0.041,0.019,132.50277362494685
54,10,55000,0.011,0.007,14.696582906713346
29,5,145000,0.039,0.019,4.936456231090797
20,20,60000,0.033,0.014,2.149090871130638
18,10,350000,0.019,0.008,9.866889259811442
50,25,345000,0.018,0.009,119.2123835255706
57,25,80000,0.044,0.016,54.835620854580526
27,5,190000,0.013,0.006,5.954468765097196
60,5,355000,0.034,0.016,129.66998905125368
46,20,300000,0.012,0.01,62.716681610563484
30,20,200000,0.041,0.017,12.56782752224342
29,25,490000,0.035,0.007,35.02647120250263
48,15,435000,0.042,0.009,96.81325776861438
19,20,190000,0.04,0.012,6.718772637288398
52,25,475000,0.027,0.018,200.8551984167135
40,20,430000,0.011,0.009,56.455540494846225
34,10,545000,0.014,0.018,28.73582404178593
43,5,550000,0.013,0.007,56.899749216864656
25,25,135000,0.014,0.008,6.512532544567099
46,20,145000,0.024,0.007,31.581564990943082
43,5,230000,0.04,0.014,24.45486369164001
27,15,520000,0.006,0.011,19.496012654631667
43,20,545000,0.015,0.018,93.19948837600354
51,25,350000,0.029,0.012,137.84770290753707
58,10,390000,0.04,0.018,148.28834155500238
24,5,460000,0.017,0.009,13.698634036159323
21,5,100000,0.02,0.019,2.98344656496076
28,10,325000,0.02,0.015,11.609869163914679
46,25,160000,0.017,0.013,40.78015693315492
53,15,335000,0.033,0.014,104.31829022162226
42,10,235000,0.031,0.019,27.38927032345041
38,15,185000,0.039,0.01,18.485064527834982
53,25,85000,0.042,0.009,41.553207640971245
27,20,180000,0.041,0.009,9.006156163051203
54,20,245000,0.027,0.02,98.90196233516207
26,25,205000,0.012,0.01,10.488223175968145
41,15,270000,0.014,0.018,33.192421544127455
52,10,240000,0.029,0.007,57.679873039365354
52,25,480000,0.042,0.011,216.59325462869225
53,25,315000,0.026,0.014,143.45945261746846
35,20,75000,0.042,0.019,7.265959151478609
56,10,175000,0.015,0.015,54.696717279905755
49,20,285000,0.008,0.005,72.32956589594306
41,15,240000,0.037,0.016,31.33203846049904
40,15,110000,0.04,0.015,13.254337683851087
49,5,385000,0.023,0.008,64.77263638007744
54,25,400000,0.009,0.014,182.00449396541782
29,10,455000,0.007,0.019,16.72118979575549
30,10,440000,0.008,0.005,16.788437305141034
40,20,150000,0.023,0.02,20.840853486520057
42,20,215000,0.014,0.009,33.543170276514225
52,10,195000,0.023,0.014,46.74196477851077
58,20,300000,0.025,0.009,165.11024849337457
47,5,105000,0.023,0.016,15.443067698459705
34,25,500000,0.03,0.013,52.54088700999961
37,5,285000,0.032,0.009,16.367822416413116
42,15,315000,0.021,0.013,42.709958829219545
39,10,350000,0.018,0.01,29.665400872169567
30,5,185000,0.02,0.009,6.371321035662708
36,5,270000,0.008,0.014,13.951714779889887
53,20,220000,0.018,0.015,79.19008558355641
29,20,505000,0.013,0.007,26.203401716237014
58,20,470000,0.017,0.019,252.85966027277595
36,15,385000,0.034,0.005,31.422963863082682
29,5,265000,0.045,0.009,9.00311723938572
26,25,490000,0.042,0.01,28.904525044811432
24,20,370000,0.038,0.006,15.303246014784262
45,15,485000,0.034,0.006,85.27910786615715
31,15,180000,0.043,0.018,9.74892736576007
48,20,315000,0.035,0.01,82.65211134947451
36,10,65000,0.024,0.01,4.1527252576042715
33,5,375000,0.029,0.015,15.565100870184589
22,20,270000,0.017,0.016,9.771465592890099
52,25,395000,0.005,0.016,150.26783412171721
29,5,505000,0.019,0.012,16.83520806736853
42,15,500000,0.021,0.016,68.02626728876865
38,25,235000,0.034,0.019,34.94065428269696
53,5,60000,0.039,0.007,13.45067486765065
40,25,275000,0.044,0.014,50.03501917317744
33,15,535000,0.019,0.018,32.18233413380025
56,20,175000,0.043,0.019,87.4522442119008
59,25,470000,0.037,0.006,373.6486383181311
56,20,240000,0.006,0.019,104.99382462901522
31,15,245000,0.029,0.016,12.761559224939822
48,15,75000,0.02,0.016,15.905807660703127
22,25,355000,0.006,0.007,13.86409306124628
52,25,290000,0.026,0.014,121.95725635664347
40,15,70000,0.028,0.01,8.1270244850061
46,25,90000,0.015,0.014,22.738597107058876
60,25,280000,0.043,0.016,248.71289627211038
28,25,390000,0.029,0.008,25.07573406009964
35,25,260000,0.012,0.007,27.068482490809146
29,5,410000,0.034,0.01,13.816380087716684
26,15,280000,0.025,0.015,10.587700995284528
27,15,490000,0.024,0.015,19.38722788060709
34,10,330000,0.038,0.014,18.087538969625246
55,20,550000,0.011,0.018,226.173391797111
24,10,480000,0.025,0.016,15.339819422971761
30,25,105000,0.036,0.013,8.161460256964244
57,25,85000,0.031,0.012,55.12985522770442
59,5,335000,0.005,0.017,110.68609075967548
26,5,205000,0.036,0.018,6.459197115708432
44,5,330000,0.043,0.018,38.735936391068165
19,5,370000,0.033,0.012,10.63727601822486
22,5,380000,0.04,0.014,11.464668093669577
46,5,475000,0.019,0.017,64.65242858973409
54,5,195000,0.019,0.014,46.19656771593466
55,5,60000,0.018,0.008,15.111821996681192
36,5,460000,0.034,0.018,24.361718525383125
25,15,185000,0.043,0.012,6.973915183415915
18,5,535000,0.04,0.02,14.476609186572013
39,20,160000,0.011,0.013,19.40401341878059
34,5,455000,0.03,0.011,20.34713348748466
24,25,375000,0.045,0.008,19.575549929125064
42,25,475000,0.017,0.01,89.21568617122888
21,5,490000,0.03,0.008,14.61463714625672
53,5,130000,0.041,0.019,29.414657614920884
23,25,175000,0.041,0.014,8.503718686346708
48,20,410000,0.018,0.017,102.04314453999416
36,10,210000,0.009,0.008,13.023833360381497
56,15,420000,0.031,0.006,161.68057275948857
44,25,75000,0.043,0.011,18.462935229558703
27,5,80000,0.025,0.019,2.555328699024462
43,15,150000,0.023,0.007,22.01729061584767
36,5,155000,0.04,0.017,8.245161329915902
56,10,165000,0.022,0.006,51.704151058107094
20,10,100000,0.032,0.007,3.056106733130088
30,25,330000,0.021,0.016,23.86996582519187
45,15,145000,0.02,0.008,24.621638433992516
37,15,325000,0.013,0.005,27.378906044408506
45,10,75000,0.009,0.008,10.679881603517073
25,5,325000,0.04,0.016,10.045097201332323
58,25,90000,0.012,0.013,58.1611127663828
56,20,425000,0.007,0.013,185.5932905377438
18,10,95000,0.028,0.011,2.728786034029355
20,10,120000,0.027,0.007,3.6387684471347503
30,25,440000,0.028,0.008,32.91231093218227
45,5,80000,0.024,0.008,10.028621589573692
42,15,325000,0.011,0.016,43.01316203602788
50,10,440000,0.006,0.018,89.74062551429242
55,25,420000,0.007,0.009,204.87301602199804
23,25,275000,0.043,0.008,13.40265484336085
49,25,185000,0.026,0.009,61.49057908491236
38,15,345000,0.021,0.019,33.067171854177005
