age_souscription,duree,capital_emprunte,taux_interet_annuel,taux_technique_annuel,target
52,20,310000,0.032,0.019,109.06605261573746
36,25,435000,0.014,0.008,49.7247295845237
33,5,270000,0.024,0.006,11.095664677917153
20,5,55000,0.024,0.011,1.6208895180651914
37,20,470000,0.009,0.018,47.8399312641598
41,25,325000,0.039,0.019,62.71077448479095
50,15,375000,0.009,0.019,89.03313364873566
41,20,345000,0.014,0.006,49.55663651525426
28,15,380000,0.019,0.006,15.471908618793048
25,20,220000,0.04,0.013,9.743623597903618
53,15,125000,0.034,0.006,38.667204533908745
55,10,265000,0.02,0.019,78.15023646446696
57,5,550000,0.043,0.008,161.56221797606156
37,20,130000,0.035,0.008,14.518716433513367
52,10,255000,0.045,0.006,62.898097966693456
42,20,485000,0.018,0.019,77.6844929840966
52,5,510000,0.035,0.013,106.85283872386869
42,5,165000,0.014,0.011,15.50991325282112
46,15,55000,0.017,0.015,10.04955153489721
35,5,120000,0.02,0.008,5.742014901605762
35,5,395000,0.027,0.02,19.157114143664604
19,5,495000,0.026,0.015,14.180017797171917
52,25,265000,0.019,0.012,107.77067107403731
33,25,225000,0.042,0.007,23.0154130531752
58,5,190000,0.045,0.011,60.08142494721755
53,25,355000,0.029,0.017,163.96899340985948
50,20,540000,0.037,0.01,165.07241197132774
21,10,245000,0.038,0.019,7.765615585568355
50,10,210000,0.01,0.011,42.79383061096718
31,25,250000,0.038,0.012,21.269519240507336
38,10,175000,0.012,0.011,13.292155131009766
37,25,135000,0.039,0.006,18.891230846274475
25,15,445000,0.041,0.012,16.695521752283554
24,5,230000,0.033,0.007,6.927903836564699
20,10,545000,0.021,0.013,16.515226523554176
34,5,110000,0.04,0.017,4.9790166970231935
50,10,330000,0.038,0.015,70.87246338841165
29,20,420000,0.031,0.007,23.375921328779395
39,20,55000,0.019,0.011,6.868833502374987
39,25,155000,0.029,0.01,24.34830437889597
47,5,475000,0.022,0.016,69.80303279163303
55,25,255000,0.044,0.005,148.16563847686956
55,15,190000,0.027,0.007,67.07128053209979
25,25,255000,0.018,0.012,12.593780412393851
44,25,365000,0.044,0.019,90.46274750534678
44,25,140000,0.012,0.016,30.057556392789568
51,10,490000,0.018,0.013,108.65169590023287
38,10,400000,0.039,0.016,32.054325031334706
47,15,305000,0.036,0.015,62.831267227261414
50,5,405000,0.009,0.017,72.52231829421122
45,20,70000,0.018,0.01,13.920994055621755
50,5,155000,0.009,0.018,27.77351450288487
22,20,420000,0.013,0.017,15.02733300795498
36,10,455000,0.02,0.015,28.991889464576452
21,25,330000,0.011,0.018,12.889829112467893
52,15,115000,0.038,0.011,33.61807395163036
34,15,65000,0.033,0.015,4.438472049885703
45,15,250000,0.027,0.019,43.84441600114395
47,5,195000,0.039,0.01,28.953302456258125
46,10,410000,0.031,0.011,65.62874622725857
23,10,300000,0.043,0.017,9.718320799725536
52,25,105000,0.021,0.013,43.12647930762787
58,5,210000,0.04,0.014,66.2574924491167
54,25,505000,0.01,0.02,231.47174740915466
41,20,105000,0.034,0.007,16.279154048254547
46,10,430000,0.011,0.015,66.76474439226052
48,15,480000,0.018,0.009,100.33127114248605
52,25,315000,0.035,0.01,137.86129744162076
50,20,180000,0.036,0.017,55.18466409126602
38,15,95000,0.022,0.02,9.139330974799044
49,15,335000,0.008,0.01,73.1033670804591
40,25,485000,0.027,0.018,82.03572944500294
50,25,240000,0.023,0.018,85.2842011347871
20,25,345000,0.009,0.011,12.646383882954495
35,10,345000,0.029,0.01,20.264891910041545
42,5,255000,0.012,0.01,23.913526532677732
59,25,325000,0.024,0.008,243.22283956665018
48,10,210000,0.006,0.005,36.80977975518506
20,5,130000,0.007,0.018,3.798769279949721
57,20,280000,0.029,0.012,144.08822593548362
41,5,405000,0.027,0.01,34.745048286311444
49,10,120000,0.03,0.02,23.88226657511082
39,10,515000,0.016,0.014,43.65075409679319
40,5,140000,0.038,0.012,10.924033145884474
19,5,225000,0.02,0.013,6.405118609516044
44,10,145000,0.007,0.005,18.94281249299714
59,10,150000,0.038,0.008,60.958560415649416
19,20,435000,0.038,0.011,15.25847528107626
43,10,330000,0.01,0.011,40.135369497737976
34,10,445000,0.006,0.015,23.053223829211635
57,15,355000,0.039,0.007,151.23813859855298
50,15,395000,0.031,0.011,98.4110418892952
26,15,480000,0.031,0.013,18.369407329822486
60,25,435000,0.006,0.007,325.77841722749326
56,25,55000,0.039,0.007,33.98523404475442
46,10,75000,0.016,0.009,11.670352574713261
59,15,485000,0.044,0.012,247.91396372501833
43,20,225000,0.041,0.007,41.746964561244035
52,20,350000,0.03,0.008,121.0946555205814
42,20,530000,0.019,0.019,85.20496023062083
41,10,475000,0.031,0.012,50.17663564839019
30,15,490000,0.039,0.005,24.00419981677659
24,10,115000,0.009,0.012,3.561277782483208
53,10,475000,0.037,0.009,124.18535798874431
37,20,75000,0.044,0.014,8.68268342495336
18,15,165000,0.023,0.008,4.944101772465397
25,25,415000,0.013,0.019,20.136064601297118
33,5,360000,0.014,0.014,14.745132766767842
31,10,190000,0.041,0.006,8.18948976922692
29,15,360000,0.044,0.007,16.698119397599644
40,5,230000,0.005,0.018,17.504375605481744
32,5,465000,0.033,0.019,18.113224670011412
45,25,50000,0.012,0.006,11.469249858015832
51,25,540000,0.012,0.016,196.64610420565592
19,10,165000,0.042,0.008,5.024058994739587
49,10,255000,0.034,0.02,51.091135783558904
40,15,470000,0.024,0.006,53.73723779701628
39,25,400000,0.043,0.008,66.87575728632906
42,25,355000,0.043,0.005,74.89105350858031
39,15,95000,0.025,0.016,10.061353845591354
39,25,250000,0.044,0.016,42.036565334379674
59,20,525000,0.033,0.011,324.4381957483523
23,5,265000,0.013,0.016,7.8435045666990435
32,20,65000,0.03,0.02,4.642856769806104
60,5,545000,0.02,0.007,195.63758663797037
54,15,485000,0.039,0.013,164.94238506696936
50,15,390000,0.033,0.006,97.07234498104471
25,5,115000,0.012,0.006,3.4503464689200825
22,5,520000,0.02,0.008,15.374404433585491
56,5,425000,0.022,0.007,114.61080329473549
21,5,400000,0.019,0.011,11.853402550862917
23,10,400000,0.034,0.01,12.658159922225202
49,25,195000,0.012,0.012,60.72367850112691
47,25,530000,0.028,0.011,153.0115904126166
52,15,170000,0.007,0.009,45.62900038698732
57,10,300000,0.035,0.015,104.46904423985906
33,5,135000,0.024,0.008,5.555005350542198
30,10,295000,0.024,0.012,11.67179870127598
59,5,365000,0.038,0.011,123.51568628094711
47,25,180000,0.038,0.017,54.43494200663908
36,5,265000,0.014,0.017,13.790106814579346
34,25,535000,0.031,0.006,56.451120928077785
36,5,390000,0.022,0.005,20.280752678131115
45,15,365000,0.009,0.012,60.45139588258091
43,25,360000,0.032,0.012,78.3858237973611
54,15,525000,0.043,0.015,180.7371100937351
43,10,540000,0.022,0.019,67.65304867172983
40,5,225000,0.036,0.012,17.526526140135022
26,10,80000,0.025,0.008,2.6578783591952257
29,5,245000,0.022,0.012,8.187601052683377
18,25,75000,0.033,0.014,2.8085723461048673
18,5,230000,0.031,0.014,6.154046580587384
51,20,155000,0.013,0.017,47.15326033398773
49,20,285000,0.034,0.018,80.74035276234345
42,20,485000,0.034,0.016,82.02748844652078
57,15,470000,0.032,0.013,197.77979436701045
18,20,145000,0.036,0.011,4.876512551626623
33,5,165000,0.031,0.019,6.8773917222994365
56,10,245000,0.007,0.019,75.83260144953638
22,15,50000,0.028,0.014,1.6747858298963898
39,25,480000,0.032,0.011,76.48336957452148
46,15,55000,0.016,0.019,10.074381594412175
20,10,365000,0.037,0.007,11.241494080867561
29,20,265000,0.04,0.019,15.371334505811035
43,10,340000,0.03,0.009,42.768753538236346
33,15,145000,0.013,0.014,8.53986866310957
54,15,55000,0.02,0.008,17.69024875332544
39,15,125000,0.025,0.014,13.213178776501097
46,10,340000,0.038,0.007,54.84502153086197
31,5,80000,0.031,0.018,2.929868653297909
45,5,90000,0.018,0.011,11.246171941927471
22,20,445000,0.018,0.012,16.02833865956836
47,25,210000,0.022,0.01,58.930799953545986
22,10,405000,0.038,0.008,12.731101901633897
29,5,360000,0.032,0.013,12.137194753403238
33,20,255000,0.03,0.015,19.812808478965223
43,25,345000,0.029,0.01,74.0263831752279
43,20,440000,0.034,0.016,80.37779035041353
38,20,180000,0.009,0.019,19.997274273109767
56,25,245000,0.045,0.011,155.20838240226635
53,15,355000,0.006,0.019,103.5062273974917
50,5,180000,0.017,0.007,32.23920959644837
47,5,400000,0.012,0.012,58.13750944974566
54,25,540000,0.007,0.019,243.80105519793645
40,5,320000,0.035,0.018,24.992824645089428
27,10,105000,0.044,0.009,3.72398962188777
22,10,500000,0.01,0.009,15.055117206887838
53,10,215000,0.044,0.02,57.52012287388662
51,25,430000,0.02,0.019,162.88531687431302
48,20,215000,0.013,0.008,51.950191009935835
27,20,150000,0.032,0.011,7.285299873469208
36,15,175000,0.037,0.007,14.427975676385268
49,15,420000,0.044,0.007,100.42863320195545
18,10,340000,0.021,0.011,9.655695588929543
22,10,145000,0.044,0.01,4.613101370896799
21,25,130000,0.008,0.016,4.99053587070456
33,10,505000,0.031,0.008,24.955680153597754
41,10,260000,0.032,0.016,27.615725787076624
33,10,140000,0.02,0.016,6.839097408623712
19,5,360000,0.035,0.012,10.366496309885223
45,20,220000,0.018,0.016,44.071522670575796
49,5,415000,0.028,0.012,70.29492322260829
44,10,65000,0.007,0.012,8.557418134726841
37,10,470000,0.023,0.013,33.081436282268456
41,5,185000,0.023,0.01,15.816512088157635
29,5,305000,0.033,0.007,10.248206539716392
52,25,220000,0.024,0.008,91.49057962718466
50,25,320000,0.024,0.016,114.1416932249021
50,10,260000,0.042,0.01,55.91876140963376
60,5,355000,0.038,0.019,130.33996611828763
54,25,270000,0.023,0.009,131.33196445064453
29,15,340000,0.01,0.017,14.581935393218751
20,5,350000,0.018,0.012,10.272874030084653
18,20,130000,0.03,0.006,4.244161726225452
50,15,255000,0.009,0.006,59.482959061368206
57,15,245000,0.014,0.008,97.65313684824132
27,5,195000,0.025,0.017,6.2198528860853735
60,10,525000,0.013,0.019,224.1165211254882
46,20,500000,0.02,0.01,107.70408164433208
30,25,380000,0.011,0.013,26.095760420749382
29,25,55000,0.033,0.017,3.896218247882227
48,10,355000,0.039,0.018,66.83450688130237
19,20,470000,0.007,0.012,14.97559763340968
52,20,410000,0.02,0.017,137.98898079937712
40,15,160000,0.037,0.009,19.01768578332534
34,15,260000,0.017,0.015,16.972450321885503
43,20,445000,0.036,0.01,81.38279364072018
25,5,100000,0.026,0.016,3.0565063649442448
46,5,145000,0.018,0.006,19.580221943112836
43,5,385000,0.008,0.008,39.68158539056795
27,20,210000,0.032,0.016,10.252664853472266
43,25,330000,0.022,0.011,68.59771233989719
51,5,150000,0.021,0.017,29.071972554482823
58,25,125000,0.029,0.008,87.65716794287651
24,5,475000,0.021,0.005,14.149548924907487
21,20,400000,0.031,0.016,14.700663305583689
28,5,520000,0.037,0.007,17.03172377570504
46,25,130000,0.034,0.011,35.7733856938709
53,10,285000,0.025,0.015,73.48238779286523
42,25,280000,0.023,0.017,54.372106480470144
38,10,500000,0.028,0.009,39.046088899522594
53,25,495000,0.005,0.018,204.0927788805911
27,5,110000,0.028,0.012,3.504698953451391
54,5,275000,0.037,0.008,65.8738934457064
26,25,140000,0.038,0.014,8.123990277998896
41,5,145000,0.021,0.009,12.367806234739033
52,5,405000,0.019,0.019,84.05487455186812
52,20,510000,0.023,0.008,171.9961498302404
53,15,230000,0.012,0.009,67.30325464058349
35,15,340000,0.038,0.014,25.772449229908005
56,25,535000,0.005,0.013,281.2111593392338
49,15,135000,0.015,0.02,30.42882131238309
41,10,415000,0.023,0.009,43.090873728601984
40,25,365000,0.015,0.008,57.95394065563848
49,25,185000,0.013,0.014,57.97403770915164
54,10,60000,0.035,0.019,16.92760819704828
29,15,455000,0.028,0.007,20.23401533116138
30,10,510000,0.03,0.012,20.387171970359265
40,5,115000,0.014,0.019,8.826370012799996
42,25,540000,0.039,0.019,112.59195015873438
52,20,260000,0.006,0.007,82.06326211882941
58,10,310000,0.027,0.006,113.91364612543074
47,25,390000,0.043,0.007,120.06817650019251
34,25,495000,0.043,0.01,55.23464926295912
37,10,55000,0.02,0.015,3.8570251670973446
42,20,420000,0.007,0.011,63.921195090251686
39,25,180000,0.042,0.018,30.020693533437953
30,5,145000,0.015,0.01,4.976506093720225
36,5,170000,0.008,0.016,8.795520573467904
53,5,60000,0.006,0.014,13.143905215394616
29,20,525000,0.013,0.007,27.241169657508802
58,15,365000,0.031,0.02,167.2590466937304
36,5,460000,0.014,0.017,23.937542369212125
29,10,255000,0.028,0.016,9.678148879958663
26,15,215000,0.034,0.013,8.289448969283702
24,10,65000,0.015,0.01,2.0271229500212318
45,20,85000,0.018,0.017,17.04780919958073
31,5,260000,0.02,0.009,9.37962938538316
48,25,390000,0.012,0.01,112.4199489961139
36,5,295000,0.017,0.006,15.28447039968862
33,20,345000,0.032,0.007,26.890815046790195
22,5,490000,0.035,0.007,14.649813470041693
52,5,440000,0.035,0.009,91.95102179744498
29,5,55000,0.017,0.017,1.8369868379520873
42,20,50000,0.021,0.008,8.002235990084795
38,5,225000,0.014,0.009,13.987855262157444
53,25,425000,0.043,0.007,208.67537223195697
40,25,85000,0.031,0.013,14.608857931763717
33,15,235000,0.043,0.009,14.982845010529818
56,15,60000,0.015,0.015,22.34267566462931
59,15,65000,0.007,0.007,29.90222645465923
56,15,385000,0.024,0.011,146.2509733406735
31,25,315000,0.012,0.009,23.54221835711455
48,15,290000,0.035,0.009,63.40108965970623
22,10,370000,0.022,0.006,11.308994423378872
52,20,100000,0.027,0.007,34.190956917301264
40,20,335000,0.026,0.006,46.46868935965764
46,25,470000,0.024,0.012,123.70224584308099
60,20,440000,0.022,0.016,285.81123445159784
28,20,80000,0.01,0.011,3.8292728018842017
35,5,430000,0.022,0.007,20.597563991794175
29,15,395000,0.006,0.006,16.501093033874888
26,15,520000,0.012,0.013,18.955305738731788
27,5,155000,0.007,0.017,4.872358408405002
34,25,535000,0.025,0.015,54.89467969714533
55,10,160000,0.02,0.017,47.0845556409089
24,25,305000,0.033,0.015,15.198981859078886
30,10,470000,0.013,0.013,18.263693876268878
57,10,190000,0.026,0.02,65.48565472070288
59,5,395000,0.006,0.018,130.70514181420762
26,25,450000,0.009,0.01,22.67151560655175
44,15,450000,0.015,0.006,69.74432559200203
19,25,105000,0.019,0.018,3.919738433355095
22,25,240000,0.042,0.007,11.019647371191308
46,10,55000,0.035,0.015,8.901366039555322
54,10,535000,0.02,0.007,145.2419945034303
55,15,310000,0.035,0.014,112.62655190532233
36,15,465000,0.022,0.019,37.14401396165971
25,10,520000,0.008,0.016,16.510261028576807
18,25,245000,0.005,0.012,8.130305147200778
39,10,115000,0.025,0.005,9.828409213842578
34,20,155000,0.024,0.019,12.879066090270056
24,20,235000,0.039,0.014,9.867995893749535
42,10,420000,0.012,0.02,47.37594825323551
21,15,320000,0.011,0.011,10.062111214414154
53,10,480000,0.025,0.008,122.81710764765654
23,25,380000,0.034,0.006,17.784877326141107
48,20,475000,0.009,0.016,114.2087584983758
36,5,530000,0.043,0.011,28.160854035569017
56,15,465000,0.013,0.006,170.3841495322146
44,5,415000,0.017,0.015,47.56901223401964
27,15,200000,0.022,0.008,7.791329232496464
43,5,465000,0.026,0.007,48.64950625738646
36,5,310000,0.034,0.007,16.306824096779245
56,10,275000,0.028,0.015,87.90659048003816
20,15,200000,0.03,0.011,6.473119747609104
30,20,275000,0.034,0.006,16.732459689183923
45,5,465000,0.027,0.015,58.69748513924419
37,10,485000,0.011,0.006,33.16715159720118
45,25,485000,0.009,0.011,110.13027086652195
25,15,110000,0.039,0.017,4.139050891229759
58,15,365000,0.038,0.014,169.3600383865905
56,20,335000,0.026,0.02,157.97161965206433
18,5,320000,0.012,0.012,8.415030497609928
20,10,340000,0.005,0.006,9.93717347622703
30,5,440000,0.022,0.013,15.220173031730006
45,10,205000,0.04,0.02,31.198170026705167
42,20,420000,0.019,0.017,67.37882606505866
50,5,60000,0.018,0.015,10.811758855094029
55,25,425000,0.027,0.011,228.75187904056844
23,20,205000,0.023,0.02,7.898233167245839
49,20,490000,0.006,0.012,124.54273628232983
38,15,240000,0.024,0.014,23.090337110919048
