age_souscription,duree,capital_emprunte,taux_interet_annuel,taux_technique_annuel,target
60,20,170000,0.027,0.019,112.63027448236392
46,20,265000,0.033,0.013,60.002899338639544
53,5,460000,0.041,0.01,103.49105807287954
30,5,425000,0.005,0.008,14.444805624123283
49,25,310000,0.028,0.018,104.39009090264271
24,10,465000,0.03,0.014,14.938322799442304
39,20,430000,0.014,0.011,52.66506140670934
45,25,230000,0.027,0.006,56.72410097096441
19,20,280000,0.035,0.016,9.83990251222309
59,5,70000,0.038,0.008,23.643395763679507
23,25,260000,0.031,0.007,12.021149385115837
45,25,370000,0.044,0.008,98.49578398822707
45,25,55000,0.038,0.018,14.331763995623744
37,10,75000,0.021,0.016,5.273984860631089
47,25,200000,0.04,0.011,60.87514498967292
28,20,115000,0.013,0.011,5.569951460990701
45,10,410000,0.033,0.018,61.54198848806786
42,20,475000,0.012,0.012,73.80160837576486
56,25,470000,0.044,0.01,296.5773612193291
50,25,200000,0.031,0.009,73.46081733382493
18,20,145000,0.035,0.016,4.914735219070622
44,15,115000,0.03,0.008,18.613633265464454
30,25,415000,0.023,0.016,30.31628749118884
58,25,125000,0.019,0.018,83.5667532922155
20,10,540000,0.016,0.011,16.18704683192465
56,20,185000,0.037,0.017,90.4916101922376
23,25,350000,0.014,0.006,14.932821477432697
25,20,265000,0.039,0.008,11.621880287270175
44,10,75000,0.035,0.008,10.331734128606541
26,20,150000,0.021,0.008,6.544392004261768
54,20,445000,0.031,0.016,181.62803194152815
50,10,320000,0.037,0.019,68.89683937253706
59,25,185000,0.006,0.01,126.65114390690695
41,20,525000,0.016,0.015,76.75919969792746
32,15,290000,0.044,0.012,17.021302526170974
49,25,205000,0.021,0.009,66.55208004960882
49,10,185000,0.033,0.012,36.693033034167556
41,5,480000,0.012,0.016,40.79546961162972
58,15,270000,0.02,0.006,118.42197595109164
29,25,255000,0.037,0.019,18.395172742846537
56,10,255000,0.024,0.013,80.78624856747426
19,15,335000,0.041,0.008,10.817732081676557
20,25,395000,0.006,0.013,14.349146926263087
54,5,125000,0.027,0.013,29.79188054919451
34,25,400000,0.037,0.013,43.4283389762667
19,5,150000,0.021,0.016,4.282525188981227
19,5,155000,0.016,0.017,4.410333420667136
45,20,235000,0.015,0.005,45.913891404743886
40,10,130000,0.02,0.019,12.307251442773069
54,20,450000,0.035,0.006,184.84918535283825
49,5,55000,0.012,0.015,9.209933271560883
50,10,510000,0.029,0.019,108.34419888217491
18,10,95000,0.006,0.019,2.660556504852471
36,10,435000,0.009,0.017,27.213661422146224
19,15,415000,0.014,0.013,12.712850878498298
43,25,385000,0.026,0.011,81.53437874076934
49,5,355000,0.036,0.011,60.493832598422024
23,10,345000,0.01,0.007,10.459556521595847
49,15,180000,0.028,0.014,41.66553244870363
21,15,410000,0.034,0.009,13.562264769084095
28,5,90000,0.039,0.009,2.9566924460746624
34,20,105000,0.015,0.009,8.364111547340052
55,15,385000,0.011,0.011,130.71130096582496
41,5,140000,0.03,0.006,12.012794171462096
22,15,165000,0.02,0.007,5.349530286111431
51,5,550000,0.03,0.012,107.05589151538162
23,10,65000,0.015,0.012,2.001181250759011
39,20,120000,0.014,0.018,14.795182386365585
28,15,375000,0.036,0.016,16.18041227249773
33,15,190000,0.016,0.012,11.264987409572257
50,15,310000,0.043,0.006,79.16990413208126
26,25,175000,0.034,0.016,9.98308049198259
23,25,445000,0.043,0.013,21.782329308455537
33,10,85000,0.031,0.018,4.241905260885765
46,15,80000,0.036,0.01,15.270731036220347
20,20,380000,0.02,0.007,12.858913511930067
37,25,205000,0.045,0.012,29.475205838314068
53,5,310000,0.016,0.009,68.2617827877843
36,5,165000,0.008,0.019,8.552944990520453
43,5,200000,0.04,0.019,21.32828492266591
20,10,435000,0.027,0.014,13.325358064567405
36,15,375000,0.021,0.019,29.87042468990616
37,15,195000,0.018,0.006,16.68836424810278
49,25,285000,0.043,0.01,102.19024773369728
24,5,310000,0.042,0.017,9.471916709188624
58,10,470000,0.04,0.012,177.67776805689613
50,20,480000,0.031,0.017,144.6557464787385
57,15,195000,0.014,0.007,77.63400874566771
56,15,110000,0.039,0.008,43.338076850627395
35,10,270000,0.041,0.018,16.317284723516796
57,25,80000,0.018,0.006,48.790813841608475
18,10,420000,0.03,0.007,12.03879384397306
28,25,520000,0.005,0.007,29.531351347781044
45,15,65000,0.036,0.016,11.625542053175435
42,25,130000,0.034,0.01,26.427162885640776
40,25,190000,0.013,0.013,29.981737222053454
48,25,175000,0.015,0.009,51.1553047409344
47,25,50000,0.024,0.014,14.198100759428291
59,5,120000,0.031,0.009,40.321223093810914
52,5,290000,0.034,0.02,60.97929953485101
24,5,210000,0.006,0.016,6.230033702995484
33,5,235000,0.007,0.018,9.59280727221265
43,10,170000,0.028,0.01,21.330738684960302
19,20,455000,0.014,0.008,14.693674814646041
18,25,270000,0.022,0.011,9.61473061955409
29,10,280000,0.006,0.011,10.172265473970493
22,5,255000,0.025,0.02,7.637034363758489
54,25,390000,0.005,0.006,173.13938869614046
49,20,400000,0.045,0.019,117.638341734015
26,25,485000,0.011,0.018,24.85273021011275
58,15,65000,0.037,0.007,29.88096481765656
52,15,135000,0.019,0.017,37.829796326214556
36,10,150000,0.015,0.019,9.50612283100283
33,20,55000,0.01,0.01,3.9348080615505148
20,10,435000,0.04,0.011,13.536189465453232
37,25,400000,0.018,0.011,50.72047756993571
41,20,90000,0.035,0.017,14.127057609096486
50,10,75000,0.01,0.01,15.266093512665734
41,25,475000,0.044,0.013,93.43715997469714
28,5,185000,0.028,0.009,6.024076272589086
25,25,410000,0.037,0.019,22.185011617314057
53,10,270000,0.005,0.019,67.54113620615105
55,20,245000,0.032,0.013,108.37502396273959
57,20,240000,0.041,0.018,129.24211110536504
37,5,385000,0.026,0.013,22.05186064632868
52,10,310000,0.039,0.009,75.94244096188486
42,5,310000,0.026,0.011,29.443623469258082
52,15,210000,0.044,0.015,62.600915135878076
42,25,245000,0.01,0.019,44.80469271229087
46,15,80000,0.042,0.005,15.414571379253507
35,15,50000,0.028,0.008,3.6673746480228524
35,5,300000,0.041,0.018,14.702740996968592
19,5,150000,0.01,0.008,4.2201443474976434
52,25,385000,0.042,0.02,173.6869688044302
33,5,470000,0.025,0.008,19.35601554591235
58,5,165000,0.023,0.019,51.493055542118
53,5,165000,0.028,0.01,36.72424268222378
50,5,465000,0.04,0.02,85.60544721680179
21,5,210000,0.038,0.019,6.354137651956707
50,15,460000,0.01,0.017,109.22135012918862
31,15,330000,0.005,0.016,16.07057530351998
38,25,245000,0.026,0.016,35.09870511533679
37,20,390000,0.045,0.015,45.330406826631844
25,25,180000,0.025,0.012,9.190805049330681
24,10,210000,0.011,0.02,6.597864562118063
20,25,245000,0.022,0.009,9.469068480667486
34,25,465000,0.02,0.017,46.5726238140604
50,5,160000,0.043,0.007,29.286561942604028
29,5,205000,0.043,0.013,6.972742537991755
39,5,260000,0.008,0.011,17.802556696362675
39,20,60000,0.014,0.011,7.348615202114628
47,5,315000,0.023,0.013,46.23997355655153
55,10,535000,0.028,0.005,157.57890156666775
55,15,250000,0.013,0.008,85.03619180850922
25,10,180000,0.028,0.015,5.8961857507168585
44,20,140000,0.013,0.017,25.601752696548857
44,5,275000,0.022,0.008,31.519070587134205
51,25,55000,0.026,0.012,21.36590817414998
38,15,450000,0.044,0.008,45.4964021332088
47,20,540000,0.008,0.013,119.93492292689741
50,10,405000,0.042,0.014,87.46904316402069
45,5,380000,0.01,0.007,47.03886835136043
50,20,90000,0.009,0.016,25.01611706170268
22,20,415000,0.017,0.02,15.139801713926442
36,25,80000,0.028,0.018,9.829190131949884
21,25,235000,0.022,0.017,9.610032098017278
52,25,200000,0.026,0.017,84.1707434626628
34,10,410000,0.036,0.013,22.37311538759592
45,25,305000,0.038,0.018,79.47603562552798
47,20,185000,0.043,0.016,46.685879494905606
46,20,265000,0.042,0.008,61.56665519469134
23,20,55000,0.013,0.007,1.9982467632796124
52,15,395000,0.034,0.011,114.2925450706464
58,15,160000,0.035,0.007,73.16562613350834
54,10,365000,0.024,0.007,99.78261671084768
41,25,145000,0.04,0.012,28.03496875764369
46,20,445000,0.035,0.012,101.35263260815101
48,25,470000,0.021,0.018,142.19577428224488
52,20,390000,0.022,0.009,131.17323250429155
50,15,520000,0.02,0.02,127.2947183622984
38,20,140000,0.025,0.007,16.384950440205685
49,10,230000,0.034,0.017,45.937970959623236
40,5,520000,0.018,0.017,40.00147167355534
50,20,500000,0.014,0.011,140.78787480832705
20,10,155000,0.006,0.019,4.627033714782359
35,15,515000,0.037,0.006,38.674461342584294
42,15,285000,0.019,0.013,38.430497341842695
59,5,225000,0.035,0.007,75.75921183822192
48,25,335000,0.009,0.009,95.05087595731871
20,25,365000,0.026,0.005,14.23739905747387
57,20,130000,0.021,0.013,65.00835779265759
41,15,430000,0.024,0.011,53.928554331397045
49,10,335000,0.042,0.006,67.03121210380262
39,5,450000,0.008,0.015,30.887132265947464
40,25,110000,0.022,0.02,18.201350855162925
19,20,370000,0.038,0.007,12.86523965909084
44,20,300000,0.03,0.011,57.96326815063217
59,15,200000,0.044,0.012,102.23254377781409
19,10,230000,0.035,0.012,6.966648258550317
43,10,310000,0.009,0.007,37.47416266207771
34,25,55000,0.02,0.009,5.498408789714111
57,20,180000,0.018,0.011,88.86557088505783
50,15,535000,0.025,0.011,131.21356576762162
26,10,360000,0.03,0.011,12.105987871773882
60,20,170000,0.015,0.018,107.73292708626596
56,10,165000,0.03,0.012,52.760214514061694
46,5,375000,0.016,0.014,50.81472283350892
59,10,205000,0.01,0.017,80.04692462796626
43,10,465000,0.026,0.005,57.84378992439601
52,20,200000,0.025,0.02,68.72426713988462
42,10,80000,0.021,0.014,9.116843794194954
41,10,345000,0.026,0.017,36.29021123874366
30,5,385000,0.025,0.011,13.332354754599457
24,10,155000,0.028,0.017,4.983831964075048
53,10,160000,0.044,0.012,42.45610502981837
37,20,295000,0.033,0.006,32.65706718892799
18,15,405000,0.04,0.009,12.65230150202028
25,5,145000,0.025,0.005,4.39358721659434
33,10,380000,0.033,0.019,19.048094658995712
31,15,145000,0.008,0.017,7.13087185206643
29,20,130000,0.038,0.02,7.492904550669262
40,5,195000,0.043,0.01,15.262675052477848
32,20,170000,0.044,0.007,12.705290231560385
45,15,355000,0.012,0.019,59.82955199212458
51,5,390000,0.044,0.012,76.79585992882645
19,10,485000,0.027,0.006,14.384630188172933
49,15,110000,0.039,0.006,25.939889945397475
40,20,340000,0.035,0.006,48.76175860797082
39,5,80000,0.041,0.018,5.6591925465140305
42,15,90000,0.03,0.005,12.392239166781385
39,15,360000,0.018,0.018,37.462838486671906
39,20,515000,0.035,0.007,68.07360145377588
59,20,235000,0.017,0.017,137.4848942372824
23,10,215000,0.016,0.014,6.648836754069464
32,10,500000,0.012,0.018,22.292246356167965
60,15,475000,0.008,0.016,240.9427195647431
54,20,460000,0.037,0.016,191.70726984448606
50,15,130000,0.017,0.005,30.961056781541767
25,25,330000,0.021,0.018,16.61487340758423
22,20,65000,0.036,0.009,2.469431061722729
56,25,190000,0.006,0.02,100.61307216583492
21,25,200000,0.018,0.008,7.909213008553834
23,20,420000,0.042,0.01,16.921311929691793
49,10,110000,0.013,0.008,20.981505612165304
47,15,365000,0.008,0.019,70.21002226131844
52,5,140000,0.044,0.009,29.475482186357166
57,5,440000,0.032,0.017,128.81578700088582
33,20,230000,0.038,0.019,18.441342926677567
30,10,160000,0.012,0.018,6.24219832134214
59,10,485000,0.005,0.02,188.27701682958772
47,10,230000,0.027,0.013,39.36978471448234
36,5,455000,0.031,0.011,23.932874800035517
34,25,460000,0.014,0.017,44.70631522220689
36,5,400000,0.006,0.011,20.594217473911996
45,10,405000,0.044,0.009,61.36598284399677
43,5,360000,0.02,0.016,37.67748128007496
54,5,275000,0.034,0.013,65.92301801161464
43,15,165000,0.024,0.015,24.517427944946714
40,20,410000,0.015,0.019,55.23963890717002
26,25,415000,0.043,0.018,24.632936359678098
29,15,410000,0.027,0.019,18.45393641017191
18,20,415000,0.019,0.007,13.109325184485686
18,10,160000,0.034,0.019,4.68868862574177
51,15,275000,0.03,0.016,73.76433096150079
49,20,270000,0.033,0.006,75.32690048718317
42,15,80000,0.038,0.011,11.327391652860587
57,5,70000,0.011,0.019,20.163714374755184
18,5,95000,0.007,0.011,2.4859311943635665
33,15,305000,0.024,0.019,18.62349510859455
56,15,415000,0.006,0.019,151.45555504753864
22,25,185000,0.013,0.015,7.573678550020741
39,10,140000,0.012,0.008,11.712102429336843
46,5,375000,0.036,0.015,51.70676576323848
20,15,185000,0.036,0.006,6.010593843028301
29,20,540000,0.01,0.01,27.770109540999233
43,10,380000,0.017,0.006,46.560767891311535
33,20,280000,0.033,0.017,22.023402968921456
54,10,545000,0.013,0.016,147.62729170586138
39,20,140000,0.019,0.006,17.40161428447588
46,5,215000,0.02,0.02,29.344120566430338
31,15,340000,0.008,0.007,16.52475631120392
45,15,240000,0.013,0.006,39.86895832115371
22,25,500000,0.014,0.011,20.427550991682267
47,15,350000,0.034,0.011,71.3898396125341
22,5,250000,0.017,0.014,7.40710691139184
29,10,225000,0.035,0.011,8.590374454718217
33,10,160000,0.026,0.006,7.8208875920192185
43,15,455000,0.008,0.017,64.8692075537452
43,20,80000,0.014,0.013,13.54968130150604
38,15,180000,0.007,0.015,16.507723506989894
56,10,480000,0.044,0.006,156.20562925519468
53,25,420000,0.038,0.015,201.78745038371446
50,10,215000,0.016,0.018,44.62306617227569
47,20,400000,0.019,0.008,92.00911536832567
54,20,420000,0.033,0.013,172.24083558178262
40,25,405000,0.023,0.019,67.29157768097336
27,20,400000,0.029,0.013,19.26051233767051
22,15,515000,0.006,0.012,16.289232982449562
53,15,530000,0.042,0.019,169.76054218932452
51,10,410000,0.015,0.01,90.13458362264996
48,5,310000,0.031,0.007,48.98002371362366
27,15,170000,0.043,0.011,7.016649829384057
36,15,305000,0.031,0.008,24.74913998769775
49,25,170000,0.035,0.007,58.8223073996998
18,15,215000,0.044,0.012,6.8150500106923175
22,10,545000,0.032,0.01,17.020852823943756
21,25,350000,0.025,0.009,14.300775964117605
33,15,350000,0.026,0.01,21.311355418295186
41,10,125000,0.007,0.012,12.640878769827498
33,25,230000,0.008,0.01,19.870746284161868
19,5,445000,0.027,0.008,12.6958634891351
45,10,235000,0.026,0.007,34.45160578705687
49,15,475000,0.025,0.01,108.54195195429487
44,25,500000,0.011,0.011,106.34587458656323
37,5,260000,0.042,0.007,15.041003664497484
41,10,210000,0.041,0.008,22.495025523996624
29,5,435000,0.017,0.019,14.54918946787508
52,10,300000,0.021,0.006,71.02935261283301
50,15,60000,0.02,0.006,14.426352425191348
50,10,190000,0.014,0.01,38.948290166867025
60,15,145000,0.018,0.017,75.69026966916167
54,10,230000,0.045,0.013,65.56717763364632
29,25,95000,0.028,0.005,6.562052395725777
20,10,520000,0.041,0.008,16.136921794600056
18,10,245000,0.034,0.02,7.188739820905701
50,20,260000,0.04,0.014,80.58565678897004
57,20,150000,0.02,0.009,74.499039312075
27,10,275000,0.031,0.01,9.562405947553284
60,20,260000,0.02,0.013,167.33236376734575
46,15,55000,0.038,0.009,10.540003645435187
30,20,295000,0.036,0.007,18.09662452961725
29,10,535000,0.036,0.013,20.506930191772614
48,5,100000,0.013,0.01,15.593135934599568
19,5,430000,0.039,0.016,12.456267629896583
52,10,545000,0.045,0.011,135.13643242739147
40,10,395000,0.038,0.018,38.57786580728868
34,5,500000,0.024,0.02,22.373698503733134
43,25,495000,0.017,0.01,100.39357008590319
25,20,205000,0.01,0.007,8.091003809047463
46,25,175000,0.021,0.007,45.253773359768
43,15,275000,0.016,0.006,39.540469012479655
27,5,370000,0.022,0.02,11.798233422539411
43,5,140000,0.007,0.012,14.453147231441417
51,25,475000,0.017,0.015,177.1041803516569
58,15,205000,0.043,0.01,95.99460228375672
24,25,315000,0.01,0.009,14.012752917374698
21,15,290000,0.008,0.013,9.089473956205646
28,10,310000,0.033,0.011,11.261078543795541
46,10,225000,0.038,0.005,36.21755642630869
53,5,60000,0.009,0.009,13.13393741596508
42,10,355000,0.043,0.014,42.0460674087383
38,25,525000,0.006,0.011,67.92432558441682
53,15,440000,0.04,0.009,138.7121394458804
27,5,295000,0.038,0.007,9.441199870905916
54,10,215000,0.032,0.012,59.911218394600766
26,5,70000,0.03,0.019,2.1966072464712525
41,5,435000,0.036,0.013,37.67474307380732
52,15,415000,0.008,0.007,111.39689653917941
52,25,400000,0.02,0.012,163.45216221538192
53,25,490000,0.009,0.009,205.13307837416602
35,20,400000,0.011,0.018,34.45525944812391
56,25,375000,0.038,0.005,230.7604177733293
49,10,180000,0.033,0.01,35.62487860725572
41,20,135000,0.02,0.016,20.05732849295455
40,20,75000,0.021,0.011,10.257835607883283
49,20,125000,0.032,0.016,35.103297912234034
54,20,185000,0.031,0.01,75.1530416853041
29,25,370000,0.024,0.017,25.117207004739072
30,20,380000,0.035,0.017,23.37078130288152
40,10,460000,0.013,0.018,42.95715479087733
42,10,430000,0.017,0.019,48.89311390896228
52,5,260000,0.008,0.019,53.465163608656816
58,10,275000,0.028,0.009,101.5394038777652
47,5,160000,0.035,0.009,23.66268568994595
34,10,530000,0.026,0.019,28.57870341953127
37,20,100000,0.02,0.011,10.570351497338983
42,15,315000,0.013,0.02,42.12013546392055
39,20,175000,0.027,0.008,22.47278528130461
30,25,395000,0.01,0.018,27.032907914216224
36,5,120000,0.027,0.017,6.314003550967086
53,15,450000,0.012,0.009,131.68026695933983
29,10,360000,0.009,0.009,13.11529532231204
58,20,100000,0.044,0.019,59.1620017658393
36,5,550000,0.007,0.014,28.395649214438155
29,5,260000,0.04,0.016,8.840495025063591
26,10,230000,0.043,0.005,7.836226615408048
24,5,145000,0.033,0.02,4.408459558488085
45,10,130000,0.044,0.008,19.677622437981267
31,10,535000,0.035,0.008,22.871623626255825
48,20,425000,0.012,0.02,103.84544151227996
36,5,465000,0.027,0.006,24.29990198001581
33,25,395000,0.034,0.015,38.91591172029736
22,25,190000,0.029,0.018,8.379633496037412
52,20,525000,0.022,0.015,177.63703568560243
29,20,430000,0.018,0.009,22.805691771873242
42,10,375000,0.041,0.007,43.97245212809024
38,25,185000,0.039,0.016,28.104035612957826
53,5,200000,0.039,0.011,44.95077291198487
40,25,450000,0.02,0.019,73.73146730366959
33,20,175000,0.022,0.008,13.125549174190933
56,20,110000,0.044,0.006,54.764354660782544
59,10,265000,0.04,0.007,107.9581396367942
56,5,210000,0.032,0.01,57.217052157607185
31,20,440000,0.017,0.015,27.386132752721018
48,5,345000,0.02,0.018,54.39641795109148
22,25,545000,0.033,0.011,24.221551764210776
52,10,205000,0.007,0.015,47.843069628621336
40,25,205000,0.042,0.006,36.899344899786044
46,20,85000,0.018,0.014,18.26418835483063
60,20,505000,0.018,0.011,322.15175581208774
28,5,240000,0.005,0.014,7.6971498565219125
35,20,175000,0.031,0.009,16.20228113486398
29,5,225000,0.026,0.012,7.543734141798127
26,15,125000,0.024,0.01,4.678134583698178
27,20,375000,0.022,0.016,17.66261601550859
34,25,550000,0.017,0.012,54.19763731257534
55,25,190000,0.022,0.009,99.8572874781046
24,5,260000,0.005,0.016,7.707106533751997
30,15,145000,0.017,0.014,6.759139097154225
57,20,305000,0.042,0.013,164.39007239695133
59,10,125000,0.038,0.006,50.69990023406701
26,10,170000,0.03,0.015,5.7464542365723945
44,25,525000,0.038,0.014,126.69518781788749
19,20,325000,0.027,0.011,11.023043130318198
22,10,180000,0.009,0.014,5.450962318019509
46,5,85000,0.023,0.011,11.564058242014138
54,20,340000,0.042,0.015,144.03023618295683
55,25,380000,0.008,0.018,186.97454607705413
36,15,180000,0.034,0.014,14.80392603495495
25,5,305000,0.033,0.02,9.401013294881245
18,5,165000,0.018,0.018,4.378013954347079
39,20,180000,0.04,0.019,24.425702215933804
34,15,515000,0.031,0.017,35.03290211636036
24,5,435000,0.014,0.014,12.970074653773286
42,15,165000,0.031,0.007,22.83238810230769
21,25,290000,0.038,0.006,12.457071196829933
53,5,220000,0.04,0.006,49.32814595304545
23,10,435000,0.043,0.009,13.940728876189928
48,25,120000,0.007,0.015,33.88400290709817
36,25,340000,0.011,0.012,38.343913133153514
56,5,185000,0.012,0.006,49.437827256404766
44,10,190000,0.015,0.017,25.51095073810899
27,15,405000,0.032,0.007,16.16984492863055
43,10,495000,0.022,0.007,61.26375538558248
36,25,55000,0.01,0.009,6.160331318137888
56,5,265000,0.044,0.006,72.73397478301695
20,10,245000,0.009,0.013,7.283899385126912
30,10,100000,0.04,0.009,4.052440990848663
45,25,550000,0.019,0.019,131.89532072251887
37,15,280000,0.01,0.011,23.522289976395435
45,10,205000,0.007,0.007,29.053646561206303
25,10,225000,0.024,0.005,7.224615350047963
58,20,505000,0.022,0.014,275.80897703840697
56,25,300000,0.025,0.013,173.88538964506145
18,20,390000,0.032,0.011,12.9575763361229
20,25,220000,0.016,0.009,8.283793323515928
30,25,290000,0.005,0.015,19.306577995353166
45,20,95000,0.027,0.011,19.54708406582378
42,15,300000,0.007,0.008,38.87002278249839
50,15,115000,0.038,0.012,29.20533272890344
55,25,245000,0.037,0.013,137.93356010790328
23,20,65000,0.01,0.019,2.3920035634506873
49,10,85000,0.043,0.012,17.144249800890606
38,25,290000,0.021,0.012,40.50080316958991
