age_souscription,duree,capital_emprunte,taux_interet_annuel,taux_technique_annuel,target
25,5,175000,0.021,0.018,5.335003167776035
52,10,265000,0.01,0.005,61.46631572649784
52,15,330000,0.032,0.008,94.65296040613437
50,5,70000,0.008,0.006,12.433716238419269
22,10,325000,0.01,0.013,9.843552491404104
59,25,105000,0.028,0.01,80.03895360855228
56,25,245000,0.024,0.018,141.35303920011665
58,25,170000,0.016,0.015,112.04496741864143
45,25,320000,0.024,0.014,78.2577629105481
24,15,265000,0.04,0.007,9.492471943818956
26,25,270000,0.034,0.009,15.359157728391214
25,20,200000,0.023,0.016,8.393960662102165
29,25,470000,0.017,0.008,30.729712050884697
51,10,125000,0.028,0.015,28.259116102661498
50,5,155000,0.005,0.019,27.697764366543456
40,10,360000,0.034,0.018,34.91334602752757
41,5,400000,0.037,0.005,34.50859941222682
54,15,505000,0.01,0.018,160.01211774272574
52,5,525000,0.021,0.009,108.43886865205187
57,20,475000,0.011,0.012,228.48901576675078
39,25,340000,0.043,0.013,56.90315947312115
44,10,500000,0.038,0.011,69.44563027231763
52,5,260000,0.006,0.014,53.20073487849724
18,10,305000,0.044,0.018,9.066815403134722
52,25,340000,0.011,0.015,133.18794611355764
54,15,230000,0.008,0.009,71.65389494995706
31,25,510000,0.006,0.019,37.057202351709094
20,15,370000,0.037,0.015,12.26210544684247
18,10,495000,0.042,0.007,14.463432886307647
22,15,495000,0.009,0.016,15.900344332560064
43,15,310000,0.044,0.006,48.05956622835382
31,15,495000,0.018,0.014,24.959550830248542
56,15,295000,0.032,0.019,115.42705832530226
44,15,460000,0.044,0.014,77.72951067755046
26,5,285000,0.005,0.01,8.707700845842544
32,15,255000,0.027,0.02,14.402467224841352
32,15,240000,0.031,0.017,13.665314153959619
43,25,55000,0.02,0.009,11.307811491893766
59,25,155000,0.009,0.006,107.69148901796768
30,25,395000,0.03,0.019,29.84552529968177
49,15,510000,0.007,0.006,110.35938288245795
56,25,460000,0.042,0.015,287.4167373441702
49,5,250000,0.023,0.02,42.38751124103746
21,10,260000,0.041,0.009,8.163327242019625
47,25,410000,0.038,0.019,124.06832002403848
54,25,325000,0.005,0.011,144.69459154287495
40,5,280000,0.023,0.009,21.529640381918686
56,20,250000,0.041,0.006,123.17274004486431
32,20,395000,0.02,0.014,27.058424526849432
60,5,495000,0.018,0.015,178.29134499025216
46,25,410000,0.032,0.015,112.0560047523765
53,10,515000,0.033,0.014,134.45273529862703
30,25,95000,0.031,0.014,7.212554317726138
49,5,105000,0.02,0.013,17.678307501587224
24,5,435000,0.008,0.008,12.850197098882223
39,15,115000,0.042,0.014,12.729365391338602
45,5,95000,0.018,0.018,11.923520658533695
19,15,390000,0.037,0.005,12.406835472261102
59,5,390000,0.019,0.02,130.63839475829403
23,15,60000,0.025,0.02,2.0608424736508377
45,15,305000,0.02,0.009,51.85754707439631
45,25,65000,0.008,0.011,14.686203441067029
37,15,275000,0.018,0.013,23.694742292649305
47,20,335000,0.043,0.018,84.69147420566408
28,5,160000,0.009,0.006,5.118685185551263
45,10,365000,0.027,0.008,53.661052291246364
42,5,360000,0.044,0.015,34.80285610152385
56,25,105000,0.006,0.006,55.31918601561033
50,25,465000,0.008,0.018,153.89507500603844
18,15,505000,0.041,0.018,16.0743817530467
44,25,305000,0.034,0.006,72.03421480177457
30,25,115000,0.027,0.011,8.562688100924484
58,5,355000,0.026,0.013,110.64403929714359
20,20,545000,0.044,0.015,20.211752140721256
56,20,370000,0.006,0.013,160.94320900050695
23,15,540000,0.016,0.005,17.648551818248976
25,25,175000,0.018,0.007,8.603402599647007
44,25,270000,0.01,0.017,57.45975572428059
26,20,95000,0.019,0.017,4.165033568285614
54,15,65000,0.02,0.005,20.829561427957085
50,25,210000,0.043,0.005,81.26115826555626
59,15,110000,0.023,0.018,53.52228282881308
41,5,70000,0.042,0.01,6.0828465404578935
32,25,295000,0.037,0.011,27.13106037923097
49,25,195000,0.034,0.019,67.4298470276298
49,25,195000,0.018,0.018,62.73740836565906
41,20,205000,0.022,0.011,30.530355346519986
58,20,290000,0.007,0.017,149.97989943650208
29,25,270000,0.02,0.012,17.949959502671728
56,25,290000,0.04,0.011,179.83998470296228
19,5,325000,0.036,0.005,9.32068279279083
20,5,165000,0.037,0.017,4.934418111634208
54,15,460000,0.014,0.017,147.16764333870827
34,15,55000,0.013,0.016,3.552491447981363
19,20,330000,0.032,0.019,11.568424903413167
19,10,360000,0.031,0.006,10.745086831631545
45,5,270000,0.013,0.02,33.78684403952375
40,15,490000,0.034,0.018,58.27597120611192
54,5,390000,0.02,0.007,92.04710870930795
49,5,125000,0.04,0.006,21.30279918937719
50,10,370000,0.02,0.005,76.21882219807007
18,5,355000,0.014,0.007,9.32095687946272
36,10,415000,0.013,0.017,26.15499929298403
19,10,405000,0.041,0.011,12.364156027461986
43,5,235000,0.039,0.014,24.96543893905535
49,5,400000,0.022,0.011,67.37141417764214
23,15,75000,0.015,0.014,2.487141168967762
49,5,165000,0.016,0.009,27.614534959609173
21,5,380000,0.02,0.018,11.328702358114517
28,5,80000,0.007,0.014,2.56993897401027
34,15,465000,0.008,0.012,29.478595358238948
55,10,110000,0.042,0.009,33.321653797923666
41,15,425000,0.036,0.009,54.94786354140242
22,5,225000,0.038,0.015,6.78266760748915
51,25,265000,0.024,0.011,101.95438464674848
23,5,150000,0.02,0.013,4.454860085614259
39,15,515000,0.009,0.02,52.34601030370949
28,15,530000,0.027,0.01,22.169178010359158
33,20,390000,0.035,0.011,30.812699652371958
50,25,450000,0.013,0.01,151.82593984187025
26,15,400000,0.021,0.006,14.759861925544834
23,10,65000,0.042,0.019,2.10802619919263
33,5,455000,0.039,0.016,19.055654006434843
46,10,290000,0.037,0.014,47.0442383016682
20,15,245000,0.007,0.005,7.411008805498163
37,15,70000,0.012,0.017,5.950337475040107
53,10,410000,0.017,0.006,103.22306178900314
36,10,360000,0.017,0.007,22.640976989109667
43,20,265000,0.01,0.006,43.809370150442604
20,5,305000,0.017,0.007,8.911798290917693
36,10,310000,0.022,0.015,19.824754948321573
37,5,110000,0.007,0.006,6.171020791874758
49,25,405000,0.021,0.015,131.92349329113566
24,15,540000,0.025,0.017,18.97487078823159
58,10,95000,0.007,0.012,33.903579274412195
50,25,445000,0.032,0.015,164.4911435641436
57,15,365000,0.008,0.01,143.38104246470186
56,20,520000,0.031,0.016,248.93046448399406
35,15,295000,0.045,0.02,22.88855018616549
57,10,165000,0.007,0.01,54.43266012586014
18,25,180000,0.016,0.014,6.294592596574917
28,25,210000,0.01,0.02,12.342294349523865
45,25,525000,0.02,0.005,125.1526352220471
42,15,335000,0.038,0.009,47.33280545424047
40,5,410000,0.042,0.007,32.00704229156655
48,5,160000,0.039,0.014,25.562871433418312
47,15,265000,0.033,0.008,53.71369162048871
59,10,215000,0.034,0.01,86.94467453389545
52,15,300000,0.01,0.012,81.52218671935142
24,5,515000,0.015,0.006,15.277865818200196
33,15,485000,0.02,0.009,29.001971377209653
43,25,160000,0.007,0.008,30.81889418721368
19,10,335000,0.038,0.011,10.180071550823042
18,10,365000,0.015,0.02,10.388664645309888
29,20,280000,0.007,0.02,14.37702844980876
22,15,495000,0.008,0.008,15.608387937829633
54,25,290000,0.044,0.016,154.90537971830653
49,15,450000,0.041,0.018,108.16561355810411
26,20,395000,0.043,0.013,18.734046583165995
58,20,110000,0.043,0.016,64.77816536981386
52,15,540000,0.037,0.011,157.45629302112505
36,15,425000,0.016,0.014,33.21998685344223
33,15,285000,0.018,0.012,16.99522734137907
20,5,215000,0.021,0.01,6.316358286255994
37,20,495000,0.036,0.007,55.45206145327853
41,10,510000,0.042,0.009,54.77646380896172
50,5,110000,0.023,0.018,19.943086665738257
41,25,295000,0.017,0.019,51.59424030199123
28,10,370000,0.015,0.018,13.15532266140761
25,10,95000,0.015,0.009,3.0221307417390766
53,10,360000,0.005,0.018,89.95349736468884
55,20,65000,0.014,0.007,26.75676320223659
57,25,530000,0.017,0.018,322.0187822405369
37,5,460000,0.036,0.009,26.508262651316983
52,25,165000,0.027,0.015,69.72461117080057
42,5,495000,0.018,0.016,46.83312223153039
52,20,125000,0.029,0.006,43.01013310391347
42,25,210000,0.037,0.009,43.23845195580567
46,10,255000,0.029,0.014,40.80813755968301
35,25,100000,0.008,0.014,10.228712834233967
35,20,535000,0.015,0.018,46.82386311835935
19,20,105000,0.016,0.015,3.4713535597461522
52,20,150000,0.02,0.008,50.024739903382
33,5,165000,0.006,0.017,6.72528584235068
58,25,215000,0.035,0.019,154.45247057035314
53,10,135000,0.024,0.015,34.74804669969773
50,10,410000,0.041,0.012,88.21764580630506
21,15,315000,0.026,0.017,10.388582035968884
50,20,255000,0.045,0.012,80.23327523273848
31,10,290000,0.033,0.007,12.341824875271604
38,20,265000,0.04,0.006,32.777599526629935
37,10,280000,0.044,0.011,20.428989950221283
25,25,360000,0.024,0.016,18.35121764390481
24,15,260000,0.03,0.015,9.215832687743534
20,20,360000,0.042,0.013,13.219589387246241
34,5,60000,0.028,0.012,2.68032756038219
50,5,425000,0.007,0.015,75.87577084214571
29,10,165000,0.033,0.019,6.336289179886188
39,25,275000,0.042,0.009,45.78870834230286
39,20,535000,0.036,0.013,71.29528069268483
47,15,140000,0.037,0.018,29.01530437563117
55,25,240000,0.008,0.009,117.67285932065677
55,10,415000,0.034,0.009,124.02850752430459
25,25,345000,0.006,0.018,16.16012659868951
44,15,95000,0.042,0.019,16.058969925560056
44,25,415000,0.042,0.015,101.88705770198412
51,20,265000,0.044,0.015,89.74903060850068
38,10,380000,0.017,0.013,29.186874101144884
47,15,455000,0.027,0.017,91.816043656235
50,10,340000,0.028,0.019,72.10764937389617
45,20,140000,0.027,0.011,28.806247447162075
50,15,355000,0.021,0.009,85.92407156518125
22,15,515000,0.044,0.02,18.083976623095573
36,10,440000,0.04,0.013,29.007285509356777
21,25,535000,0.029,0.008,22.201225381801688
52,25,370000,0.031,0.018,159.26696721456676
34,5,540000,0.034,0.007,24.168136804957747
45,5,175000,0.029,0.013,22.10005257348465
47,15,65000,0.033,0.016,13.304367256531531
46,10,380000,0.038,0.018,62.00266239693996
23,15,470000,0.044,0.006,16.470156462523864
52,10,460000,0.039,0.015,113.40407275722029
58,20,465000,0.01,0.017,243.28154218533462
54,5,345000,0.027,0.014,82.27879972403095
41,15,270000,0.03,0.009,34.348315032303574
46,20,205000,0.016,0.015,43.779508429205
48,25,250000,0.024,0.019,76.71637688540655
52,5,205000,0.042,0.019,43.36253614075145
50,10,435000,0.015,0.016,89.92887146796615
38,25,120000,0.018,0.008,16.477850366039046
49,25,300000,0.041,0.008,106.60685328823409
40,20,550000,0.009,0.01,71.71835669485196
50,15,315000,0.04,0.008,80.02567070231007
20,15,120000,0.017,0.009,3.751634497764181
35,20,355000,0.025,0.008,32.094241311542795
42,25,175000,0.031,0.007,35.038413879761514
59,5,230000,0.031,0.013,77.4775864075231
48,25,525000,0.044,0.009,175.1434753700817
20,20,535000,0.006,0.02,17.82473109919584
57,25,285000,0.033,0.011,186.55184666049803
41,25,485000,0.039,0.015,93.46786817303692
49,25,345000,0.029,0.019,116.73368887980276
39,25,145000,0.044,0.017,24.384059897566665
40,5,470000,0.022,0.017,36.28034275314836
19,10,180000,0.035,0.019,5.505027341205065
44,10,140000,0.032,0.018,19.381882935376165
59,15,525000,0.006,0.018,243.81664536856985
19,10,205000,0.027,0.019,6.192682447303422
43,10,210000,0.015,0.012,25.79972546302735
34,10,130000,0.026,0.007,6.928859061744308
57,25,450000,0.04,0.017,303.2161496677577
50,25,355000,0.03,0.018,130.17852399926173
26,5,480000,0.029,0.014,14.997485667061252
60,25,120000,0.032,0.017,101.6450428598902
56,25,530000,0.026,0.019,308.57475056380906
46,10,155000,0.023,0.013,24.52356884469338
59,5,320000,0.02,0.013,106.80672804215705
43,5,505000,0.033,0.019,53.537534098027734
52,10,395000,0.036,0.013,96.68956584815268
42,10,400000,0.022,0.017,45.799795271060745
41,5,470000,0.007,0.017,39.79614551152795
30,20,525000,0.027,0.01,31.19331417062948
24,10,405000,0.028,0.02,13.07467403772117
53,10,315000,0.024,0.018,81.34157467677392
37,5,275000,0.019,0.016,15.686018669689624
18,20,385000,0.041,0.011,13.142502874318108
25,20,545000,0.024,0.007,22.651076154942757
33,15,110000,0.037,0.01,6.905900959757937
31,20,220000,0.031,0.006,14.371507614722676
29,10,415000,0.036,0.018,15.997633749368582
40,25,160000,0.04,0.016,28.636785628771996
32,5,185000,0.015,0.009,7.052736717004987
45,10,265000,0.038,0.008,39.70581023325779
51,5,455000,0.034,0.009,88.68838279315625
19,20,515000,0.027,0.011,17.46728511611031
49,5,530000,0.027,0.012,89.69940695128878
40,10,70000,0.017,0.006,6.510728578862822
39,25,420000,0.027,0.006,65.23093121577712
42,10,225000,0.02,0.01,25.49372304366214
39,15,345000,0.041,0.014,38.087208723694694
39,5,355000,0.028,0.015,24.79246886448727
59,10,535000,0.017,0.015,211.07997629136722
23,20,370000,0.011,0.013,13.50604922112675
32,20,295000,0.033,0.019,21.296012439416963
60,10,175000,0.032,0.016,76.99546743611947
54,15,110000,0.019,0.012,35.456529694680135
50,5,530000,0.011,0.012,94.75635068807189
25,15,480000,0.034,0.013,17.735412095036647
22,25,65000,0.016,0.01,2.6757985174848034
56,10,375000,0.039,0.018,122.4899054711735
21,15,535000,0.034,0.013,17.833763519907695
23,25,290000,0.041,0.015,14.104213169254537
49,15,345000,0.044,0.008,82.59188396215544
47,25,360000,0.019,0.009,99.52426005397332
52,20,245000,0.025,0.019,84.1112211452105
57,20,255000,0.021,0.006,126.82655043552565
33,10,115000,0.008,0.01,5.463145389500719
30,15,130000,0.021,0.012,6.1129438230333655
59,20,215000,0.023,0.01,128.02699888230393
47,5,220000,0.012,0.011,31.95472275673837
36,20,160000,0.04,0.02,16.80088601227652
34,20,210000,0.017,0.014,16.92517296779908
36,15,135000,0.035,0.013,11.124350610721267
45,25,230000,0.008,0.011,51.96665255350271
43,5,365000,0.006,0.017,37.76552339034894
54,5,480000,0.045,0.016,116.32971465185024
43,25,360000,0.01,0.015,70.87110070706929
40,15,120000,0.036,0.008,14.210974655526972
26,20,435000,0.029,0.007,19.515328066039103
29,25,350000,0.023,0.012,23.61996222243186
18,5,210000,0.006,0.017,5.511984838587617
18,5,485000,0.018,0.006,12.769473928519673
51,20,310000,0.041,0.018,104.19260894093958
49,20,200000,0.041,0.018,58.0062200118832
42,10,180000,0.029,0.008,20.685547014648144
57,25,285000,0.028,0.011,182.3504985989359
18,20,340000,0.022,0.006,10.81980788324428
33,10,230000,0.036,0.006,11.443907057256252
56,15,530000,0.04,0.011,209.9896532452995
22,5,60000,0.034,0.01,1.7964375350281407
39,25,350000,0.026,0.017,54.3788363207769
46,15,230000,0.03,0.009,43.17121726451952
20,25,90000,0.014,0.017,3.41636624463727
29,25,435000,0.045,0.01,32.554118786947264
43,20,115000,0.042,0.013,21.529760741614172
33,10,100000,0.043,0.018,5.094590662701845
54,25,275000,0.012,0.007,126.63712404624926
39,15,470000,0.031,0.01,50.319844695374265
46,25,520000,0.031,0.016,141.56738366425827
31,10,535000,0.019,0.008,22.240144119323322
45,5,115000,0.04,0.006,14.593652804339628
22,25,275000,0.036,0.02,12.51171989144316
47,15,365000,0.034,0.01,74.3583954376359
22,5,360000,0.006,0.018,10.60453225880969
29,5,240000,0.045,0.008,8.148134784480918
33,20,490000,0.034,0.013,38.608033703177234
43,20,435000,0.044,0.018,82.33820418200959
43,25,335000,0.008,0.006,64.72240889954155
38,15,290000,0.033,0.016,28.65587626734411
56,20,300000,0.035,0.007,144.79536445928352
53,10,155000,0.008,0.008,38.49478307189373
50,10,490000,0.008,0.01,99.38485262582513
47,5,240000,0.035,0.009,35.49403070280042
54,5,355000,0.037,0.011,85.20181953716356
40,5,505000,0.041,0.015,39.57441141790722
27,10,340000,0.036,0.009,11.904302128296553
22,20,100000,0.015,0.014,3.580087993621458
53,20,200000,0.044,0.014,78.83547716840165
51,25,475000,0.016,0.009,175.70242713561808
48,15,350000,0.034,0.006,76.03773066037336
27,10,160000,0.026,0.009,5.510988963952347
36,5,160000,0.01,0.015,8.287173487988952
49,15,110000,0.042,0.009,26.232318091005975
18,5,445000,0.029,0.008,11.841353773160893
22,15,310000,0.009,0.019,10.0165890666209
21,15,390000,0.02,0.019,12.733162866040008
33,20,215000,0.036,0.011,17.05007409058949
41,25,495000,0.03,0.017,91.79559190293001
33,25,200000,0.014,0.006,17.81283420475831
19,5,525000,0.028,0.019,15.105429103509291
45,10,145000,0.017,0.01,20.991436090390604
49,25,135000,0.026,0.016,45.017794366552
44,10,205000,0.018,0.015,27.613238662368886
37,5,445000,0.025,0.011,25.43556225922998
41,10,295000,0.039,0.006,31.43109253668168
29,15,280000,0.013,0.014,12.060583699081722
52,15,335000,0.005,0.006,89.0432596023037
50,5,250000,0.011,0.019,44.900713696942866
50,10,180000,0.039,0.011,38.55990343333761
60,10,235000,0.022,0.009,100.91839735391711
54,5,480000,0.035,0.008,114.78988388810917
29,25,490000,0.006,0.006,30.180461826245928
20,20,200000,0.011,0.016,6.710582633692934
18,25,290000,0.028,0.02,10.782458965213701
50,20,60000,0.034,0.012,18.18553265124467
57,10,165000,0.037,0.016,57.709505207993274
27,20,550000,0.031,0.012,26.64550581635407
60,20,345000,0.035,0.011,234.21288915143703
46,10,460000,0.012,0.01,71.15171343457035
30,15,435000,0.031,0.018,21.157569713280186
29,20,170000,0.022,0.016,9.215182717366472
48,5,460000,0.042,0.018,73.86073460763261
19,25,55000,0.03,0.006,2.094562187057064
52,10,455000,0.027,0.01,109.33606154690771
40,10,190000,0.028,0.008,18.066316718416765
34,20,75000,0.038,0.008,6.530561462409545
43,15,115000,0.005,0.018,16.27897914271327
25,15,475000,0.039,0.018,17.900414680714302
46,25,115000,0.006,0.014,27.803845508831852
43,25,330000,0.028,0.009,70.44011955676922
27,15,300000,0.025,0.02,11.985409695899742
43,15,105000,0.02,0.007,15.285404580100607
51,15,175000,0.01,0.017,44.57721299677409
58,20,230000,0.01,0.01,119.63559432962931
24,5,190000,0.035,0.011,5.748749939047236
21,25,125000,0.01,0.017,4.851482048629955
28,10,195000,0.032,0.006,7.028921042508401
46,15,365000,0.045,0.012,71.4445628532309
53,15,175000,0.032,0.011,54.167052922325155
42,5,225000,0.008,0.009,21.01363595293348
38,15,265000,0.027,0.019,25.82642675335914
53,25,220000,0.038,0.012,105.70052163836883
27,15,395000,0.043,0.012,16.325268501733802
54,5,350000,0.034,0.015,84.00968913293504
26,20,70000,0.017,0.016,3.0426291429004935
41,25,55000,0.015,0.009,9.457134114762495
52,20,105000,0.036,0.01,37.176225731382345
52,10,515000,0.035,0.006,124.9097593145862
53,5,360000,0.024,0.02,80.37487150103414
35,10,305000,0.008,0.005,17.152431694470753
56,10,195000,0.032,0.012,62.56627910412802
49,10,125000,0.029,0.012,24.62445478114791
41,10,175000,0.005,0.017,17.719839978445627
40,5,525000,0.031,0.006,40.57547807268547
49,20,130000,0.01,0.01,33.4679631494036
54,15,245000,0.038,0.016,83.3770619771526
29,10,160000,0.032,0.02,6.141080750069333
30,15,405000,0.007,0.02,18.492543693944935
40,15,425000,0.026,0.008,48.96858991670805
42,10,315000,0.037,0.006,36.64420958160994
52,25,300000,0.038,0.012,133.06727093679848
58,15,295000,0.008,0.006,125.08100672269467
47,25,185000,0.008,0.012,48.58389363087628
34,20,180000,0.036,0.019,15.64031951711493
37,15,525000,0.014,0.018,44.929405107507336
42,5,140000,0.029,0.006,13.291226498818892
39,20,150000,0.029,0.005,19.357906063016735
30,20,270000,0.03,0.011,16.237976642679207
36,25,345000,0.019,0.007,40.44231604906901
53,10,230000,0.007,0.011,57.21674670289483
29,5,390000,0.026,0.015,13.103215935137284
58,5,540000,0.026,0.01,167.9815791605203
36,25,200000,0.022,0.01,23.828039638146738
29,25,480000,0.016,0.006,31.195080605789055
26,20,370000,0.039,0.019,17.428919317535016
24,25,410000,0.02,0.017,19.31098122412696
45,10,85000,0.01,0.011,12.166295394560034
31,20,55000,0.035,0.013,3.6628279534372097
48,20,190000,0.03,0.012,49.09138935177941
36,20,460000,0.017,0.008,43.95722882402239
33,5,405000,0.011,0.008,16.481525963235235
22,5,270000,0.023,0.012,8.025943638364689
52,20,90000,0.008,0.011,28.767635090736068
29,10,490000,0.014,0.011,18.05175389276025
42,15,120000,0.044,0.018,17.378803658348485
38,20,550000,0.011,0.005,60.77952848664921
53,25,280000,0.016,0.019,121.85729879187632
40,15,225000,0.011,0.017,25.09235013585661
33,5,75000,0.041,0.018,3.1501625818051915
56,5,80000,0.042,0.015,22.047464669967784
59,15,510000,0.007,0.009,235.15315172352248
56,25,400000,0.041,0.013,249.00496615202397
31,5,440000,0.011,0.012,15.78539765381926
48,5,400000,0.021,0.008,62.713076456535134
22,20,340000,0.028,0.02,12.852861905326879
52,10,390000,0.023,0.01,93.0737701436336
40,25,170000,0.01,0.006,26.271545920207448
46,20,510000,0.037,0.012,116.95706014071799
60,10,165000,0.032,0.007,71.96985698911038
28,5,150000,0.043,0.017,4.971125552579665
35,10,95000,0.019,0.005,5.45321835411042
29,5,510000,0.022,0.006,16.97146604758971
26,20,360000,0.019,0.017,15.783278430245256
27,5,125000,0.008,0.007,3.904186018899288
34,10,390000,0.007,0.013,20.199861956511402
55,20,295000,0.035,0.014,131.9707055959986
24,10,120000,0.016,0.02,3.8007763270411985
30,10,245000,0.024,0.009,9.660779785786376
57,15,330000,0.044,0.009,142.6940477652846
59,5,225000,0.006,0.006,73.876088192912
26,5,215000,0.026,0.006,6.663205440266553
44,10,65000,0.026,0.011,8.842400562414602
19,5,375000,0.045,0.015,10.90773203680006
22,25,140000,0.038,0.015,6.383534396712703
46,5,50000,0.008,0.017,6.742441793970301
54,20,400000,0.011,0.013,151.27483804272535
55,5,170000,0.006,0.017,42.63858322559934
36,25,340000,0.013,0.008,38.66387352608684
25,10,545000,0.013,0.015,17.423452513499637
18,5,380000,0.009,0.017,9.999628878048433
39,20,100000,0.026,0.014,12.858316214737652
34,25,545000,0.044,0.016,61.025840650404646
24,15,430000,0.037,0.007,15.292657260375417
42,10,180000,0.013,0.012,20.17835559518097
21,10,375000,0.036,0.018,11.83376316274088
53,10,50000,0.044,0.01,13.239967370450463
23,25,60000,0.038,0.018,2.8902414792049504
48,5,260000,0.024,0.02,41.18404949140563
36,5,280000,0.016,0.007,14.50402320005086
56,5,490000,0.035,0.007,133.5797391488267
44,5,65000,0.036,0.011,7.553123137751506
27,10,370000,0.017,0.013,12.619831426112466
43,15,95000,0.014,0.016,13.754180207021548
36,10,440000,0.032,0.006,28.417266772692447
56,15,255000,0.041,0.017,101.89187908342993
20,15,370000,0.006,0.007,11.21289388581284
30,5,330000,0.044,0.006,11.567143179114737
45,20,120000,0.013,0.014,23.540789182714445
37,25,150000,0.019,0.006,19.068840236139252
45,20,270000,0.007,0.006,51.21244537912721
25,15,220000,0.007,0.014,7.606333076560153
58,20,335000,0.016,0.015,179.03503565237486
56,15,155000,0.028,0.019,60.0215666770888
18,10,85000,0.041,0.019,2.518278629150665
20,10,240000,0.008,0.012,7.113122566872081
30,5,105000,0.027,0.015,3.651986548595246
45,25,410000,0.022,0.017,99.5508678438933
42,10,185000,0.045,0.019,22.086696589154105
50,25,140000,0.012,0.005,46.8340208493863
55,5,355000,0.02,0.008,89.56184547247788
23,25,110000,0.006,0.013,4.562549135441821
49,10,240000,0.042,0.008,48.124263446418645
38,10,245000,0.03,0.013,19.270394653690456
